date,volume_change,high_low_ratio,target,headline,volume_log,day_of_week,month,quarter,is_monday,is_friday,company_encoded,close_norm,price_change_norm,news_count_capped,headline_clean,word_count,lag1_price,lag2_price,lag3_price,rolling_mean3,rolling_std3,rolling_mean5,sentiment_proxy
2023-01-10,-0.2533318206998685,0.0,1,Apple market update,17.972770465311235,1,1,1,0,0,0,-2.0365783451977646,0.2033246557685104,0.5265890341390445,apple market update,3,0.1786596635036834,-0.7277788022287116,0.5609670436085031,-0.11526482765217262,0.5305960019162581,0.05379314016299633,0.0
2023-01-11,0.2346022280004348,0.0,0,Apple market update,18.056245783099172,2,1,1,0,0,0,-1.971334618906216,1.226921834758834,0.5265890341390445,apple market update,3,0.2033246557685104,0.1786596635036834,-0.7277788022287116,0.5363020513436759,0.5982214091740247,0.28841887908216385,0.0
2023-01-12,0.0896888694702892,0.0,1,Apple market update,18.0835226862096,3,1,1,0,0,0,-1.973260632966483,-0.1111539956080347,0.5265890341390445,apple market update,3,1.226921834758834,0.2033246557685104,0.1786596635036834,0.43969749830643656,0.6996540734320716,0.15399467123885627,0.0
2023-01-13,-0.5427102114283452,0.0,1,Apple market update,17.872667156929733,4,1,1,0,1,0,-1.9412406492145424,0.5486345474760895,0.5265890341390445,apple market update,3,-0.1111539956080347,1.226921834758834,0.2033246557685104,0.5548007955422963,0.6690592267612837,0.40927734117981646,0.0
2023-01-17,0.2670335922237309,0.0,0,Apple market update,17.9688564801278,1,1,1,0,0,0,-1.913313445340669,0.4684733226154015,0.5265890341390445,apple market update,3,0.5486345474760895,-0.1111539956080347,1.226921834758834,0.30198462482781885,0.3600265202238879,0.4672400730021601,0.0
2023-01-18,0.2524007318313299,0.0,1,Apple market update,18.059320570016148,2,1,1,0,0,0,-1.9306475718830731,-0.4071339027859597,0.5265890341390445,apple market update,3,0.4684733226154015,0.5486345474760895,-0.1111539956080347,0.20332465576851053,0.5301897719468874,0.3451483612912661,0.0
2023-01-19,-0.4565541768270512,0.0,1,Apple market update,17.880776419844135,3,1,1,0,0,0,-1.9292030613378728,-0.049491514945967,0.5265890341390445,apple market update,3,-0.4071339027859597,0.4684733226154015,0.5486345474760895,0.003949301627825007,0.4402430509966315,0.08986569135030588,0.0
2023-01-20,0.8174840250741575,0.0,1,Apple market update,18.200328306353796,4,1,1,0,1,0,-1.867570611409325,1.1097631215009054,0.5265890341390445,apple market update,3,-0.049491514945967,-0.4071339027859597,0.4684733226154015,0.21771256792299298,0.7929644771356205,0.33404911477209387,0.0
2023-01-23,0.068063055374849,0.0,1,Apple market update,18.21930236591974,0,1,1,1,0,0,-1.790770800756173,1.3749117883477966,0.5265890341390445,apple market update,3,1.1097631215009054,-0.049491514945967,-0.4071339027859597,0.8117277983009118,0.7575288661263939,0.4993045629464353,0.0
2023-01-24,-0.5338496671150914,0.0,0,Apple market update,18.011736104289373,1,1,1,0,0,0,-1.7573063064590313,0.5486345474760895,0.5265890341390445,apple market update,3,1.3749117883477966,1.1097631215009054,-0.049491514945967,1.0111031524415972,0.42188133617965146,0.5153368079185728,0.0
2023-01-25,-0.0069866732535375,0.0,1,Apple market update,18.002119773138816,2,1,1,0,0,0,-1.773195922456235,-0.3639701663225123,0.5265890341390445,apple market update,3,0.5486345474760895,1.3749117883477966,1.1097631215009054,0.5198587231671247,0.8697980507669605,0.5239695552112623,0.0
2023-01-26,-0.5022326652217131,0.0,1,Apple market update,17.80643902772674,3,1,1,0,0,0,-1.7233603086468232,0.8384482065878077,0.5265890341390445,apple market update,3,-0.3639701663225123,0.5486345474760895,1.3749117883477966,0.3410375292471284,0.6275148423433841,0.7015574995180173,0.0
2023-01-27,0.6876505648002307,0.0,0,Apple market update,18.071914458254852,4,1,1,0,1,0,-1.6768952194428786,0.7706194778595332,0.5265890341390445,apple market update,3,0.8384482065878077,-0.3639701663225123,0.5486345474760895,0.4150325060416096,0.6754880137893314,0.6337287707897429,0.0
2023-01-30,-0.2394672319828074,0.0,1,Apple market update,17.974632690874326,0,1,1,1,0,0,-1.746231725612495,-1.313572368518355,0.5265890341390445,apple market update,3,0.7706194778595332,0.8384482065878077,-0.3639701663225123,0.09849843864299546,1.2233593737893227,0.09603193941651256,0.0
2023-01-31,0.0929758752879849,0.0,1,Apple market update,18.00326198984455,1,1,1,0,0,0,-1.7156562524057548,0.480805818747815,0.5265890341390445,apple market update,3,-1.313572368518355,0.7706194778595332,0.8384482065878077,-0.020715690637002165,1.1289848455177496,0.08246619367085764,0.0
2023-02-01,0.4396548344565758,0.0,1,Apple market update,18.167897249979816,2,2,1,0,0,0,-1.688692055562015,0.4129770900195406,0.5265890341390445,apple market update,3,0.480805818747815,-1.313572368518355,0.7706194778595332,-0.13992981991699968,1.0169699150052751,0.23785564493926822,0.0
2023-02-06,-1.9523154728283671,0.0,1,Apple market update,18.06197947697851,0,2,1,1,0,0,-1.539425965891313,-1.177914911061806,0.5265890341390445,apple market update,3,0.4129770900195406,0.480805818747815,-1.313572368518355,-0.09471066743148333,0.9386952429698777,-0.1654169785906545,0.0
2023-02-07,0.4684449786960555,0.0,0,Apple market update,18.238230390864523,1,2,1,0,0,0,-1.4703302114792296,1.1097631215009054,0.5265890341390445,apple market update,3,-1.177914911061806,0.4129770900195406,0.480805818747815,0.11494176681954678,1.1725981773709582,-0.09758824986238004,0.0
